,date,cum_profit_0_-0.1,cum_profit_0_0,cum_profit_0_0.1,cum_profit_0_0.2,cum_profit_0_0.3,cum_profit_0.05_-0.1,cum_profit_0.05_0,cum_profit_0.05_0.1,cum_profit_0.05_0.2,cum_profit_0.05_0.3,cum_profit_0.1_-0.1,cum_profit_0.1_0,cum_profit_0.1_0.1,cum_profit_0.1_0.2,cum_profit_0.1_0.3,cum_profit_0.15_-0.1,cum_profit_0.15_0,cum_profit_0.15_0.1,cum_profit_0.15_0.2,cum_profit_0.15_0.3,cum_profit_0.2_-0.1,cum_profit_0.2_0,cum_profit_0.2_0.1,cum_profit_0.2_0.2,cum_profit_0.2_0.3
92,2018-04-23,88.5951,90.2627,91.9302,93.5978,95.2653,85.4871,87.1546,88.8222,90.4897,92.1573,82.379,84.0466,85.7141,87.3816,89.0492,79.2709,80.9385,82.606,84.2736,85.9411,90.9254,92.5857,94.2459,95.9062,97.5665
93,2018-04-24,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
94,2018-04-25,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
95,2018-04-26,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
96,2018-04-27,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
97,2018-05-02,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
98,2018-05-03,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
99,2018-05-04,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
100,2018-05-07,88.5024,90.1699,91.8375,93.505,95.1725,85.3943,87.0618,88.7294,90.3969,92.0645,82.2862,83.9538,85.6213,87.2889,88.9564,79.1782,80.8457,82.5133,84.1808,85.8484,90.8812,92.5415,94.2017,95.862,97.5223
101,2018-05-08,88.3244,89.9998,91.6752,93.3506,95.026,85.2024,86.8778,88.5532,90.2287,91.9041,82.0804,83.7559,85.4313,87.1067,88.7821,78.9585,80.6339,82.3093,83.9847,85.6602,90.68,92.3465,94.013,95.6795,97.346
102,2018-05-09,88.1241,89.8031,91.4821,93.1612,94.8402,84.9961,86.6751,88.3541,90.0332,91.7122,81.8681,83.5471,85.2261,86.9052,88.5842,78.7401,80.4191,82.0982,83.7772,85.4562,90.4755,92.1453,93.8151,95.4849,97.1547
