,optionCode,callorput,maturityDate,multi,netPositionToday,deltaToday,gammaToday,vegaToday,thetaToday,closingPriceTodayUnderlyer,volToday,deltaNotionalToday,deltaSensOfVolToday,vegaNotionalToday,gammaNotionalToday,thetaNotionalToday,rohToday,robToday,rhoNotionalToday,robNotionalToday,brBase,BR,RF,StrategyID
104,10001007.0,1.0,737056.0,10185.0,-220.0,0.508271,2.88053,0.00300757,-0.396185,2.8458,0.182969,-1138882.8297000001,0.05569238809011168,-6739.062099000001,-6454403.5709999995,887731.7295,-0.203311,-0.305972,1248.1067334246575,1878.332768219178,0.0704624,0.0249202,0.03,6.0
105,10000985.0,1.0,737147.0,10185.0,0.0,0.621734,1.25738,0.00604525,-0.237548,2.8458,0.190192,0.0,-0.40712342840976135,0.0,0.0,0.0,-0.136901,-0.67401,0.0,0.0,0.312138,0.0,0.0331892,6.0
106,10000986.0,0.0,737147.0,10185.0,-30.0,-0.378266,1.25738,0.00604525,-0.145642,2.8458,0.190192,115579.17629999999,-0.40712342840976135,-1847.1261375000001,-384192.459,44500.9131,-1.00125,-0.650089,838.169691780822,544.2046409589042,0.312138,0.0,0.0331892,6.0
107,10001038.0,0.0,737056.0,10185.0,0.0,-0.624343,2.67546,0.0028584,-0.368178,2.8458,0.187222,0.0,0.746437461982552,0.0,0.0,0.0,-0.418468,-0.300565,0.0,0.0,0.0704624,0.0249202,0.03,6.0
108,10001065.0,1.0,737238.0,10185.0,30.0,0.325406,0.866354,0.00763469,-0.16865,2.8458,0.196045,99427.80329999999,1.099269292286209,2332.7795295,264714.4647,-51531.0075,-0.28078,-0.872792,-235.04747671232877,-730.6345084931506,0.555048,0.0,0.0400664,6.0
109,10001066.0,0.0,737238.0,10185.0,-30.0,-0.674594,0.866354,0.00763469,-0.0455301,2.8458,0.196045,206122.1967,1.099269292286209,-2332.7795295,-264714.4647,13911.722054999998,-1.98634,-0.998839,1662.8114712328768,836.1513875342465,0.555048,0.0,0.0400664,6.0
110,10001087.0,1.0,737056.0,10000.0,-60.0,0.363901,2.64373,0.00283323,-0.381795,2.8458,0.187801,-218340.59999999998,0.7908899653719104,-1699.938,-1586238.0000000002,229076.99999999997,-0.214916,-0.295567,353.2865753424657,485.8635616438356,0.0704624,0.0249202,0.03,6.0
111,10000894.0,0.0,737056.0,10185.0,76.0,-0.0675439,0.309729,0.000986329,-0.389201,2.8458,0.558049,-52283.031234,-0.3147595061481212,763.47782574,239748.82974,-301264.92606,-0.00192368,-0.00178751,-4.07957189260274,-3.7907944947945205,0.0704624,0.0249202,0.03,1.0
112,10001040.0,0.0,737147.0,10185.0,-157.0,-0.506286,1.33921,0.00634211,-0.138199,2.8458,0.187339,809574.09687,0.2563331716409767,-10141.31928495,-2141457.0544499997,220986.41995499996,-1.12446,-0.687033,4926.197645753425,3009.853927356164,0.312138,0.0,0.0331892,1.0
113,10000887.0,1.0,737056.0,10185.0,14.0,0.929163,0.255921,0.00100362,-0.483237,2.8458,0.687217,132489.35217,-0.25118961753722857,143.1061758,36491.77539,-68904.76383000001,0.155134,-0.0450246,60.60426591780823,-17.589199216438356,0.0704624,0.0249202,0.03,1.0
114,10000893.0,0.0,737056.0,10185.0,54.0,-0.0681521,0.280402,0.000993179,-0.436003,2.8458,0.620696,-37482.97347899999,-0.2804497468633649,546.23851821,154218.29598,-239797.28997,-0.000643627,-0.000601505,-0.9698312704931507,-0.906360917671233,0.0704624,0.0249202,0.03,1.0
115,10001072.0,0.0,737238.0,10185.0,4.0,-0.737173,0.757399,0.00691538,-0.0269898,2.8458,0.20312,-30032.42802,1.2617272298287574,281.73258119999997,30856.435260000002,-1099.564452,-2.06901,-0.985707,-230.93552712328764,-110.02110460273971,0.555048,0.0,0.0400664,1.0
116,10000989.0,1.0,737147.0,10185.0,82.0,0.899561,0.475103,0.00279923,-0.175045,2.8458,0.233075,751286.36037,-0.8676885857750172,2337.8329191000003,396791.77251000004,-146192.33265,0.341114,-0.44531,780.5155599452055,-1018.930281369863,0.312138,0.0,0.0331892,1.0
117,10000916.0,0.0,737056.0,10185.0,-251.0,-0.074424,0.538066,0.00106261,-0.259603,2.8458,0.346076,190260.11844000002,-0.5490459750057131,-2716.4933953500004,-1375530.7547100002,663658.1953049998,-0.0485041,-0.0435875,339.7193942013699,305.28386455479455,0.0704624,0.0249202,0.03,1.0
118,10000888.0,1.0,737056.0,10185.0,23.0,0.930094,0.280402,0.000993179,-0.432807,2.8458,0.620696,217879.16997,-0.2804497468633649,232.65714664500004,65685.57050999999,-101387.203785,0.158124,-0.0420034,101.48311676712328,-26.957551964383565,0.0704624,0.0249202,0.03,1.0
119,10001010.0,0.0,737147.0,10185.0,48.0,-0.441528,1.31912,0.00627464,-0.143939,2.8458,0.18817,-215854.20864,-0.08791198940372169,3067.5460032,644891.3856,-70368.89832000001,-1.06726,-0.672944,-1429.4851200000003,-901.3393499178081,0.312138,0.0,0.0331892,1.0
120,10000923.0,1.0,737056.0,10185.0,-20.0,0.91606,0.66004,0.00114562,-0.251443,2.8458,0.304162,-186601.42200000002,-0.6525571711446521,-233.362794,-134450.148,51218.93910000001,0.095875,-0.0949008,-53.5061301369863,52.96244646575342,0.0704624,0.0249202,0.03,1.0
121,10001073.0,1.0,737084.0,10185.0,19.0,0.434319,1.91916,0.00427718,-0.300496,2.8458,0.188657,84047.241285,0.4950672113318566,827.6984877000001,371386.2474,-58150.483439999996,-0.253998,-0.44432,-134.66417252054794,-235.5687254794521,0.14587,0.0,0.020385,1.0
122,10000988.0,0.0,737147.0,10185.0,-206.0,-0.12184,0.56667,0.00321474,-0.103306,2.8458,0.22442,255633.72240000003,-0.9372227912718412,-6744.8781414,-1188935.9937,216747.35166000001,-0.499647,-0.371347,2872.094156630137,2134.5941210136984,0.312138,0.0,0.0331892,1.0
123,10000892.0,0.0,737056.0,10185.0,68.0,-0.0690824,0.255921,0.00100362,-0.487901,2.8458,0.687217,-47845.08859200001,-0.25118961753722857,695.0871396,177245.76618,-337910.47458,-0.000188801,-0.000177337,-0.35824601802739725,-0.3364933135890411,0.0704624,0.0249202,0.03,1.0
124,10000889.0,1.0,737056.0,10185.0,16.0,0.930702,0.309729,0.000986329,-0.387471,2.8458,0.558049,151667.19792,-0.3147595061481212,160.73217384,50473.43784,-63142.27416,0.16029,-0.0397441,71.56399561643835,-17.744379550684933,0.0704624,0.0249202,0.03,1.0
125,10001008.0,0.0,737056.0,10185.0,521.0,-0.489974,2.88053,0.00300757,-0.381749,2.8458,0.182969,-2599990.68399,0.05569238809011168,15959.32433445,15285201.18405,-2025707.1673650001,-0.403493,-0.305984,-5865.997815904109,-4448.407966684931,0.0704624,0.0249202,0.03,1.0
126,10000915.0,1.0,737056.0,10185.0,12.0,0.923822,0.538066,0.00106261,-0.263771,2.8458,0.346076,112909.52484000001,-0.5490459750057131,129.8721942,65762.42652,-32238.091619999996,0.127561,-0.0676923,42.71371347945205,-22.66672029041096,0.0704624,0.0249202,0.03,1.0
127,10000890.0,1.0,737056.0,10185.0,15.0,0.930795,0.345824,0.000985273,-0.347471,2.8458,0.499269,142202.206125,-0.3557043615809441,150.525082575,52833.2616,-53084.882025,0.160578,-0.0392016,67.21179164383561,-16.408286136986305,0.0704624,0.0249202,0.03,1.0
128,10001009.0,1.0,737147.0,10185.0,-549.0,0.558472,1.31912,0.00627464,-0.237455,2.8458,0.18817,-3122732.4886799995,-0.08791198940372169,-35085.0574116,-7375945.222800001,1327745.0670750001,-0.187779,-0.681728,2876.653381191781,10443.634039232877,0.312138,0.0,0.0331892,1.0
