,date,timestamp,spot_price,id,OptionPrice,BidPrice,AskPrice,Sigma,BidSigma,AskSigma,Delta,Vega,Gamma,Theta,Rho,RhoB,Risk_free_rate,Borrow_rate,time2expiry,Delta_time_decay,Delta_time,strike,Z,type,expiry,etf_price,tomorrow_bid1,tomorrow_delta,tomorrow_delta_cost,tomorrow_vega,tomorrow_vega_cost,volume
51,2017-12-27,2017-12-27 14:56:01,2.8287,10001090,0.00010019,0.0,0.0001,0.790721,0.0,0.790482,-0.0235079,7.96532e-06,4.88733,-18.0048,-1.7039e-11,-1.75231e-11,0.03,86.9439,2.5651999999999998e-05,-0.177022,-5959.54,2.8,-6.27263,0,20171227,2.8295,,,,,,-66.66
52,2017-12-27,2017-12-27 14:56:01,2.8287,10001091,0.027654400000000003,0.0249,0.0259,0.790721,0.580767,0.580767,-0.990129,3.0191700000000007e-06,1.8524900000000002,-248.06,-7.341409999999999e-05,-7.11622e-07,0.03,86.9439,2.5651999999999998e-05,-0.9879040000000001,86.3734,2.85,7.6767600000000025,0,20171227,2.8295,,,,,,-66.66
53,2017-12-27,2017-12-27 14:56:01,2.8287,10001090,0.00010019,0.0,0.0001,0.790721,0.0,0.790482,-0.0235079,7.96532e-06,4.88733,-18.0048,-1.7039e-11,-1.75231e-11,0.03,86.9439,2.5651999999999998e-05,-0.177022,-5959.54,2.8,-6.27263,0,20171227,2.8295,,,,,,-66.66
54,2017-12-28,2017-12-28 14:56:07,2.8587,10001136,0.00355732,0.0036,0.0038,0.155637,0.156065,0.15803699999999998,-0.066682,0.000994401,1.08074,-0.0939757,-0.23076999999999998,-0.195679,0.0669107,0.0,0.0723418,-0.09812080000000001,-1.02637,2.7,-0.9213959999999999,0,20180124,2.8535,0.0021,-0.042257800000000005,-0.0,0.000678335,6.522451923076923e-05,-448.0
55,2017-12-29,2017-12-29 14:56:11,2.861,10001136,0.0018204,0.0021,0.0022,0.138698,0.142655,0.143999,-0.042257800000000005,0.000678335,0.8628020000000001,-0.060171,-0.21937199999999998,-0.18698199999999998,0.0632185,0.0,0.06925110000000001,-0.0760543,-1.13046,2.7,-0.946926,0,20180124,2.8565,0.0009,-0.0192429,-0.0,0.000335781,3.228663461538462e-05,-271.5
56,2017-12-29,2017-12-29 14:56:11,2.861,10001136,0.0018204,0.0021,0.0022,0.138698,0.142655,0.143999,-0.042257800000000005,0.000678335,0.8628020000000001,-0.060171,-0.21937199999999998,-0.18698199999999998,0.0632185,0.0,0.06925110000000001,-0.0760543,-1.13046,2.7,-0.946926,0,20180124,2.8565,0.0009,-0.0192429,-0.0,0.000335781,3.228663461538462e-05,-271.5
57,2018-01-02,2018-01-02 14:56:06,2.9111,10001128,0.00212534,0.002,0.0021,0.146553,0.144774,0.146198,-0.0480786,0.0007162910000000001,0.951758,-0.0808912,-0.203227,-0.175068,0.0418689,0.00159714,0.0605974,-0.08282260000000001,-1.4723,2.75,-0.964725,0,20180124,2.9075,0.0019,-0.0462889,-0.0,0.0006786810000000001,6.525778846153848e-05,-112.6554
58,2018-01-02,2018-01-02 14:56:06,2.9111,10001136,0.0007857160000000001,0.0009,0.001,0.153961,0.157219,0.15986199999999998,-0.0192429,0.000335781,0.424695,-0.0403676,-0.14153,-0.12428,0.0418689,0.00159714,0.0605974,-0.053971500000000006,-1.47165,2.7,-1.26288,0,20180124,2.9075,0.0009,-0.0211062,-0.0,0.00035472300000000004,3.4107980769230774e-05,-112.6554
59,2018-01-02,2018-01-02 14:56:06,2.9111,10001136,0.0007857160000000001,0.0009,0.001,0.153961,0.157219,0.15986199999999998,-0.0192429,0.000335781,0.424695,-0.0403676,-0.14153,-0.12428,0.0418689,0.00159714,0.0605974,-0.053971500000000006,-1.47165,2.7,-1.26288,0,20180124,2.9075,0.0009,-0.0211062,-0.0,0.00035472300000000004,3.4107980769230774e-05,-112.6554
60,2018-01-03,2018-01-03 14:56:05,2.9192,10001128,0.00206199,0.0019,0.002,0.152055,0.149614,0.151134,-0.0462889,0.0006786810000000001,0.9107850000000001,-0.0874468,-0.187912,-0.162971,0.03,0.013599700000000001,0.0575072,-0.0848835,-1.6880000000000002,2.75,-1.01168,0,20180124,2.9115,0.0015,-0.0404647,-0.0,0.000592897,5.7009326923076923e-05,-98.3235
61,2018-01-03,2018-01-03 14:56:05,2.9192,10001128,0.00206199,0.0019,0.002,0.152055,0.149614,0.151134,-0.0462889,0.0006786810000000001,0.9107850000000001,-0.0874468,-0.187912,-0.162971,0.03,0.013599700000000001,0.0575072,-0.0848835,-1.6880000000000002,2.75,-1.01168,0,20180124,2.9115,0.0015,-0.0404647,-0.0,0.000592897,5.7009326923076923e-05,-98.3235
62,2018-01-03,2018-01-03 14:56:05,2.9192,10001136,0.0009066110000000001,0.0009,0.001,0.16378,0.16359300000000002,0.16633299999999998,-0.021106200000000002,0.00035472300000000004,0.44195500000000004,-0.049474699999999996,-0.127808,-0.11291500000000004,0.03,0.013599700000000001,0.0575072,-0.0576678,-1.5990799999999998,2.7,-1.31774,0,20180124,2.9115,0.0007,-0.018315,-0.0,0.000306235,2.944567307692308e-05,-98.3235
63,2018-01-04,2018-01-04 14:56:14,2.9223,10001128,0.00173027,0.0015,0.0017,0.153091,0.149048,0.152578,-0.0404647,0.000592897,0.833399,-0.08137430000000001,-0.173197,-0.151194,0.03,0.013296700000000002,0.054416,-0.0806003,-1.8137299999999998,2.75,-1.0576299999999998,0,20180124,2.9185,0.0012,-0.0277376,-0.0,0.00042404,4.077307692307692e-05,-56.9943
