,date,timestamp,spot_price,id,OptionPrice,BidPrice,AskPrice,Sigma,BidSigma,AskSigma,Delta,Vega,Gamma,Theta,Rho,RhoB,Risk_free_rate,Borrow_rate,time2expiry,Delta_time_decay,Delta_time,strike,Z,type,expiry,etf_price,tomorrow_bid1,volume
78,2018-03-29,2018-03-29 14:56:14,2.7329,10001268,0.0287626,0.0288,0.028999999999999998,0.273976,0.27414299999999997,0.275034,-0.23700300000000002,0.00224285,1.54764,-0.437086,-0.27215900000000004,-0.226304,0.03,0.0363703,0.0708223,-0.272316,-1.1129,2.6,-0.7425189999999999,0,20180425,2.7355,0.0306,-28.0
79,2018-03-30,2018-03-30 14:56:06,2.7179,10001268,0.0301782,0.0306,0.0309,0.27109,0.272953,0.274275,-0.253226,0.00226106,1.6666,-0.452247,-0.274746,-0.228134,0.03,0.0311322,0.06774839999999999,-0.286871,-1.08542,2.6,-0.680351,0,20180425,2.7155,0.0321,-32.0
80,2018-04-02,2018-04-02 14:56:07,2.6947,10001272,0.0220068,0.021,0.0213,0.282428,0.277021,0.27863899999999997,-0.202174,0.0018738,1.49872,-0.42929799999999996,-0.2219,-0.188701,0.03,0.022516,0.060964099999999986,-0.24146399999999998,-1.47966,2.55,-0.901542,0,20180425,2.7015,0.0205,-32.0
81,2018-04-03,2018-04-03 14:56:08,2.6957,10001272,0.021109700000000002,0.0205,0.0207,0.283483,0.28010100000000004,0.281213,-0.199165,0.00180971,1.51755,-0.4460560000000001,-0.21323899999999998,-0.182172,0.03,0.0366731,0.057889199999999995,-0.24172399999999997,-1.64832,2.55,-0.9173379999999999,0,20180425,2.6905,0.0198,-32.0
82,2018-04-04,2018-04-04 14:56:14,2.6967,10001272,0.0206112,0.0198,0.0199,0.289731,0.285061,0.285639,-0.196312,0.00174645,1.51219,-0.464262,-0.20476,-0.175754,0.03,0.036267400000000005,0.05481369999999999,-0.24083000000000002,-1.7747,2.55,-0.949787,0,20180425,2.6955,0.0141,-32.0
83,2018-04-09,2018-04-09 14:56:00,2.7134,10001272,0.0144048,0.0141,0.0143,0.29857100000000003,0.296338,0.29780500000000004,-0.156685,0.00136995,1.40609,-0.468678,-0.156444,-0.13761099999999998,0.03,0.0480696,0.0443218,-0.198047,-2.44258,2.55,-1.16485,0,20180425,2.7085,0.0048,-32.0
84,2018-04-10,2018-04-10 14:56:12,2.7816,10001256,0.015221200000000002,0.0153,0.0155,0.26504099999999997,0.265569,0.266905,-0.182071,0.00149166,1.7635599999999998,-0.49299899999999997,-0.17065,-0.14977200000000002,0.03,0.058022000000000004,0.041245699999999996,-0.224956,-2.64758,2.65,-0.9318200000000001,0,20180425,2.7755,0.0151,-95.0
85,2018-04-11,2018-04-11 14:56:01,2.7823,10001256,0.0149388,0.0151,0.0152,0.274876,0.276006,0.276706,-0.17971199999999998,0.00142381,1.75292,-0.525582,-0.16200799999999999,-0.142931,0.03,0.056775,0.038172000000000005,-0.224316,-2.88422,2.65,-0.976498,0,20180425,2.7765,0.0199,-95.0
86,2018-04-12,2018-04-12 14:56:08,2.7474,10001268,0.0119835,0.0111,0.0112,0.290975,0.283529,0.284382,-0.150543,0.00120242,1.55988,-0.5016930000000001,-0.135148,-0.12064100000000001,0.03,0.038725800000000005,0.035096499999999996,-0.196697,-3.13332,2.6,-1.17086,0,20180425,2.7425,0.0137,-34.0
87,2018-04-13,2018-04-13 14:56:10,2.7226,10001268,0.014175299999999997,0.0137,0.013999999999999999,0.289916,0.28618299999999997,0.288544,-0.180418,0.00127978,1.85975,-0.579713,-0.144137,-0.128415,0.03,0.031616700000000005,0.0320214,-0.227527,-3.36597,2.6,-1.02878,0,20180425,2.7195,0.0241,-34.0
88,2018-04-16,2018-04-16 14:56:19,2.6627,10001272,0.013346,0.0134,0.0135,0.305596,0.306075,0.30696,-0.184687,0.00112721,2.06149,-0.6996899999999999,-0.125449,-0.113044,0.03,0.06580130000000001,0.0252363,-0.22778299999999999,-4.51195,2.55,-1.06619,0,20180425,2.6585,0.0168,-20.0
89,2018-04-17,2018-04-17 14:56:08,2.6308,10001278,0.00955421,0.0094,0.0095,0.32059099999999996,0.318856,0.319982,-0.14491600000000002,0.000891628,1.8131400000000002,-0.673652,-0.0978041,-0.0893592,0.03,0.106218,0.0221627,-0.192659,-5.41404,2.5,-1.32485,0,20180425,2.6275,0.0042,-20.0
90,2018-04-18,2018-04-18 14:56:12,2.6523,10001278,0.00404705,0.0042,0.0043,0.300531,0.303322,0.30512100000000003,-0.0797466,0.000543168,1.34601,-0.44562799999999997,-0.0584095,-0.054376,0.03,0.11578,0.0190875,-0.124352,-5.51785,2.5,-1.66474,0,20180425,2.6445,0.0007,-20.0
91,2018-04-19,2018-04-19 14:56:09,2.6842,10001272,0.00232161,0.0021,0.0023,0.251189,0.24570999999999998,0.25066700000000003,-0.0620267,0.000414951,1.43183,-0.3562,-0.0441755,-0.0415128,0.03,0.215074,0.016013,-0.108855,-6.37116,2.55,-1.52757,0,20180425,2.6745,0.001,-14.0
92,2018-04-23,2018-04-23 14:56:07,2.6659,10001272,0.000919605,0.001,0.0011,0.29243,0.29704200000000003,0.302491,-0.037304699999999996,0.000170137,1.3302,-0.466467,-0.0176217,-0.017010499999999998,0.03,0.6561939999999999,0.00615423,-0.067373,-13.8406,2.55,-2.06986,0,20180425,2.6565,0.0003,-17.0
93,2018-04-24,2018-04-24 14:56:11,2.7291,10001256,0.000974406,0.0015,0.0016,0.28771599999999997,0.316375,0.321207,-0.0527124,0.00016276,2.46673,-0.934206,-0.0167141,-0.0162717,0.03,1.23819,0.00307899,-0.10468,-36.1412,2.65,-1.8520299999999998,0,20180425,2.7175,0.0,-136.0
94,2018-04-25,2018-04-25 14:56:04,2.6971,10001256,0.0,0.0,0.0001,0.721079,0.0,1.0,-0.0,1.60669e-28,6.072040000000001e-22,-1.14832e-21,0.0,0.0,0.03,175.851,4.93721e-06,-0.02696,-5344.39,2.65,-29.7961,0,20180425,2.6935,,-136.0
95,2018-04-26,2018-04-26 14:56:01,2.6621,10001292,0.0143626,0.0141,0.0142,0.24090599999999998,0.23935399999999998,0.239946,-0.155894,0.00169691,1.39753,-0.286925,-0.200173,-0.170678,0.03,0.029910400000000007,0.0711215,-0.197746,-1.3182399999999999,2.5,-0.9423950000000001,0,20180523,2.6525,0.0151,0.0
96,2018-04-27,2018-04-27 14:56:05,2.6568,10001292,0.0152674,0.0151,0.0152,0.2466760000000001,0.24569499999999997,0.2462820000000001,-0.163735,0.00171038,1.44394,-0.309539,-0.201619,-0.172044,0.03,0.029783999999999998,0.0680299,-0.206808,-1.38886,2.5,-0.933135,0,20180523,2.6445,0.0143,0.0
97,2018-05-02,2018-05-02 14:56:06,2.6604,10001292,0.0141711,0.0143,0.0144,0.263679,0.264522,0.26517399999999997,-0.156327,0.00152785,1.42329,-0.35283000000000003,-0.177479,-0.15357200000000001,0.03,0.0373625,0.05752,-0.196771,-1.7691299999999999,2.5,-1.03009,0,20180523,2.6465,0.013,0.0
98,2018-05-03,2018-05-03 14:56:10,2.6659,10001292,0.0133556,0.013000000000000001,0.0131,0.26989,0.267417,0.268115,-0.149364,0.00144481,1.38392,-0.36443200000000003,-0.16683900000000002,-0.14518,0.03,0.046624,0.0544284,-0.192089,-1.93097,2.5,-1.08609,0,20180523,2.6535,0.0156,0.0
99,2018-05-04,2018-05-04 14:56:06,2.6459,10001292,0.016186700000000002,0.0156,0.0158,0.27577199999999996,0.271968,0.27326999999999996,-0.17619500000000002,0.0015508,1.56466,-0.422013,-0.179809,-0.155888,0.03,0.042820800000000006,0.05133769999999999,-0.21923499999999999,-2.01195,2.5,-0.98972,0,20180523,2.6365,0.0083,0.0
100,2018-05-07,2018-05-07 14:56:02,2.6866,10001293,0.015588299999999998,0.0156,0.0157,0.272957,0.273036,0.273706,-0.18048599999999998,0.0014888,1.69671,-0.47017200000000003,-0.171138,-0.149553,0.03,0.05974640000000001,0.04453769999999999,-0.22177199999999997,-2.4358299999999997,2.55,-0.9639559999999999,0,20180523,2.6765,0.0081,0.0
101,2018-05-08,2018-05-08 14:56:03,2.7236,10001294,0.015453299999999996,0.0154,0.0156,0.254791,0.25443899999999997,0.255757,-0.192887,0.00151616,1.93546,-0.502996,-0.173998,-0.15223499999999998,0.03,0.101256,0.0414465,-0.23850500000000002,-2.81327,2.6,-0.854482,0,20180523,2.7125,0.0128,-69.0
102,2018-05-09,2018-05-09 14:56:12,2.7176,10001294,0.0129418,0.0128,0.0129,0.24561,0.244587,0.24530900000000005,-0.178698,0.00138898,1.99647,-0.459571,-0.157987,-0.139372,0.03,0.06136030000000001,0.038354400000000004,-0.223717,-2.90821,2.6,-0.878967,0,20180523,2.7095,0.0074,-38.0
